0.000000 ,46.000000 , 3.500000 , 
0.000000 ,41.000000 , 3.500000 , 
0.000000 ,36.000000 , 3.500000 , 
0.000000 ,31.000000 , 3.500000 , 
0.000000 ,26.000000 , 3.500000 , 
0.000000 ,21.000000 , 3.500000 , 
0.000000 ,16.000000 , 3.500000 , 
0.000000 ,16.000000 , 3.000000 , 
0.333333 ,14.500000 , 3.000000 , 
0.666667 ,13.000000 , 3.000000 , 
1.000000 ,11.500000 , 3.000000 , 
1.333333 ,10.000000 , 3.000000 , 
1.666667 ,8.500000 , 3.000000 , 
2.000000 ,7.000000 , 3.000000 , 
2.000000 ,7.000000 , 3.500000 , 
1.833333 ,18.500000 , 3.500000 , 
1.666667 ,30.000000 , 3.500000 , 
1.500000 ,41.500000 , 3.500000 , 
1.333333 ,53.000000 , 3.500000 , 
1.166667 ,64.500000 , 3.500000 , 
1.000000 ,76.000000 , 3.500000 , 
1.000000 ,76.000000 , 3.500000 , 
7.666667 ,71.666667 , 3.500000 , 
14.333333 ,67.333333 , 3.500000 , 
21.000000 ,63.000000 , 3.500000 , 
27.666667 ,58.666667 , 3.500000 , 
34.333333 ,54.333333 , 3.500000 , 
41.000000 ,50.000000 , 3.500000 , 
41.000000 ,50.000000 , 3.500000 , 
41.333333 ,44.333333 , 3.500000 , 
41.666667 ,38.666667 , 3.500000 , 
42.000000 ,33.000000 , 3.500000 , 
42.333333 ,27.333333 , 3.500000 , 
42.666667 ,21.666667 , 3.500000 , 
43.000000 ,16.000000 , 3.500000 , 
43.000000 ,16.000000 , 3.500000 , 
47.166667 ,23.500000 , 3.500000 , 
51.333333 ,31.000000 , 3.500000 , 
55.500000 ,38.500000 , 3.500000 , 
59.666667 ,46.000000 , 3.500000 , 
63.833333 ,53.500000 , 3.500000 , 
68.000000 ,61.000000 , 3.500000 , 
68.000000 ,61.000000 , 3.500000 , 
64.333333 ,66.166667 , 3.500000 , 
60.666667 ,71.333333 , 3.500000 , 
57.000000 ,76.500000 , 3.500000 , 
53.333333 ,81.666667 , 3.500000 , 
49.666667 ,86.833333 , 3.500000 , 
46.000000 ,92.000000 , 3.500000 , 
46.000000 ,92.000000 , 3.500000 , 
55.833333 ,91.666667 , 3.500000 , 
65.666667 ,91.333333 , 3.500000 , 
75.500000 ,91.000000 , 3.500000 , 
85.333333 ,90.666667 , 3.500000 , 
95.166667 ,90.333333 , 3.500000 , 
105.000000 ,90.000000 , 3.500000 , 
105.000000 ,90.000000 , 3.500000 , 
104.333333 ,84.333333 , 3.500000 , 
103.666667 ,78.666667 , 3.500000 , 
103.000000 ,73.000000 , 3.500000 , 
102.333333 ,67.333333 , 3.500000 , 
101.666667 ,61.666667 , 3.500000 , 
101.000000 ,56.000000 , 3.500000 , 
101.000000 ,56.000000 , 3.500000 , 
98.833333 ,50.833333 , 3.500000 , 
96.666667 ,45.666667 , 3.500000 , 
94.500000 ,40.500000 , 3.500000 , 
92.333333 ,35.333333 , 3.500000 , 
90.166667 ,30.166667 , 3.500000 , 
88.000000 ,25.000000 , 3.500000 , 
88.000000 ,25.000000 , 3.500000 , 
90.666667 ,21.000000 , 3.500000 , 
93.333333 ,17.000000 , 3.500000 , 
96.000000 ,13.000000 , 3.500000 , 
98.666667 ,9.000000 , 3.500000 , 
101.333333 ,5.000000 , 3.500000 , 
104.000000 ,1.000000 , 3.500000 , 
